DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,schedule,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PL,2019,46942771,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PL,2020,13825460,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PL,2021,18893812,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PL,2022,39347542,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2011,27579707,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2012,28186254,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2013,29694146,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2014,32560621,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2015,36005814,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2016,40930044,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2017,47673057,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2018,51018598,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2019,55007894,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2020,16548993,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2021,22347692,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,PT,2022,57081723,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2011,9687456,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2012,9674226,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2013,10016933,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2014,10907487,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2015,12580711,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2016,15153719,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2017,17934774,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2018,19809642,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2019,21565865,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2020,6633447,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2021,10384613,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RO,2022,19535951,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RS,2016,4414858,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RS,2017,4828171,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RS,2018,5521250,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RS,2019,6450643,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RS,2020,1938468,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RS,2021,3431750,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,RS,2022,5991693,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2011,29732247,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2012,30350849,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2013,31443225,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2014,32766043,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2015,34011263,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2016,35952558,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2017,38456213,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2018,38945096,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2019,37614763,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2020,9317677,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2021,10798009,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SE,2022,25038812,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2011,1358792,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2012,1167877,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2013,1265766,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2014,1307128,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2015,1436003,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2016,1404152,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2017,1682133,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2018,1810567,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2019,1719039,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2020,287787,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2021,419346,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SI,2022,968811,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2011,1808187,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2012,1563197,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2013,1557149,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2014,1671290,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2015,1943656,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2016,2158261,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2017,2402651,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2018,2794094,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2019,2839787,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2020,500604,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2021,642078,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,SK,2022,1942568,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2011,201536753,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2012,203067015,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2013,210468980,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2014,220022122,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2015,232270437,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2016,248868873,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2017,264629454,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2018,272190155,
ESTAT:TTR00012(1.0),27/10/23 23:00:00,A,PAS,PAS_CRD,TOTAL,TOT,UK,2019,277432380,
